,Id,Age,Sex,LikeMusic,LikeTV,LikeDrawing,LikeComputer,LikeOutSport,LikeInSport,FriendCount,LikeFriendPlay,LikeAlone,FunFamily,LikeSchool,SadSchool,TiredSchool,FedSchool,FriendTalk,Bullied,BullyOthers,ChildLeftOut
11343,M31062R,7.0,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,All of the time,Some of the time,Some of the time,Some of the time
11344,M31064T,7.1,Female,I like it a bit,I like it a lot,I like it a lot,I don't like it,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,All of the time,Some of the time,Some of the time,Never,Never,Never
11345,M31070R,7.5,Male,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Not many,I like it a lot,Some of the time,Some of the time,I like it a lot,All of the time,Never,Never,Never,Never,Never,Never
11346,M31071S,6.9,Male,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I don't like it,I don't like it,Not many,I like it a bit,Some of the time,All of the time,I like it a bit,All of the time,Some of the time,Some of the time,All of the time,Some of the time,Never,Some of the time
11347,M31072T,7.2,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Not many,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,All of the time,Some of the time,Some of the time,Some of the time,Some of the time
11348,M31073U,6.8,Male,I don't like it,I like it a lot,I don't like it,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,All of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11349,M31075W,7.2,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I don't like it,Some,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Never,Never,Never
11350,M31079A,7.6,Male,I like it a bit,I like it a lot,I like it a lot,I don't like it,I like it a bit,I like it a bit,Lots,I like it a bit,Never,Some of the time,I like it a bit,Never,Never,Some of the time,Never,Never,Never,Never
11351,M31080T,7.7,Male,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a bit,Not many,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,All of the time
11352,M31081U,7.3,Male,I don't like it,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I don't like it,Lots,I like it a lot,Never,Never,I like it a lot,Some of the time,Never,Never,Some of the time,Never,Some of the time,Never
11353,M31083W,7.2,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Some,I like it a lot,Some of the time,All of the time,I don't like it,Never,Some of the time,Some of the time,All of the time,Some of the time,Never,Some of the time
11354,M31085Y,7.0,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a lot,Some of the time,All of the time,I don't like it,Never,Never,All of the time,Never,Never,Never,Never
11355,M31086Z,7.4,Male,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I don't like it,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Never,Some of the time,Never,Never,Some of the time
11356,M31087A,7.1,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Never,Never,Never,Some of the time,Never,Never,Never
11357,M31088B,7.3,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I don't like it,Never,All of the time,All of the time,All of the time,Some of the time,Never,Never
11358,M31089C,7.2,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
11359,M31090V,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I don't like it,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
11360,M31091W,7.2,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Some,I like it a lot,Never,Some of the time,I don't like it,Some of the time,Some of the time,Some of the time,Never,All of the time,Never,Some of the time
11361,M31095A,7.3,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Some,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Some of the time,All of the time,Some of the time,Some of the time,Never,Never
11362,M31096B,7.5,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Never,All of the time,I don't like it,Never,All of the time,All of the time,Never,All of the time,Never,Some of the time
11363,M31098D,,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Not many,I like it a lot,Never,All of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11364,M31100E,7.3,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Never,Never,Never,Never
11365,M31102G,7.4,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I don't like it,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I don't like it,Some of the time,Some of the time,Never,Never,Some of the time,Never,Some of the time
11366,M31103H,7.1,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I don't like it,Some,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Never,Never,Some of the time,Never,Never,Never
11367,M31104J,6.9,Male,I don't like it,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Some of the time,Never,Some of the time
11368,M31106L,7.0,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Some of the time,Never,Some of the time,Never,Never
11369,M31109P,7.5,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Some of the time,Never,Some of the time,Never,Never,Never
11370,M31110G,7.0,,,,,,,,,,,,,,,,,,,
11371,M31112J,7.2,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
11372,M31113K,7.6,Male,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Never,Some of the time,Some of the time,Some of the time
11373,M31114L,7.6,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Some of the time,All of the time,Never,Some of the time,Never,Some of the time
11374,M31115M,7.5,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,All of the time,I like it a lot,All of the time,Never,All of the time,Never,Some of the time,Never,Never
11375,M31118Q,7.4,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,Some of the time,I like it a lot,All of the time,Some of the time,All of the time,Never,All of the time,Some of the time,Never
11376,M31119R,7.1,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,I like it a bit,Some,I like it a bit,Some of the time,Some of the time,I don't like it,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11377,M31119R,7.1,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,Lots,I like it a lot,Some of the time,All of the time,I like it a bit,Never,Some of the time,Some of the time,Never,Some of the time,Never,Never
11378,M31123M,7.1,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I don't like it,Some,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,All of the time,Some of the time,Never,Some of the time
11379,M31125P,7.0,Male,I don't like it,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I don't like it,Some of the time,Never,All of the time,Never,Never,Never,Never
11380,M31128S,7.4,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,All of the time,Some of the time,I like it a bit,Never,Some of the time,All of the time,Some of the time,Never,Never,Some of the time
11381,M31131M,7.6,Female,I like it a bit,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Some of the time,Never,Some of the time,Never,Never,Never,Some of the time
11382,M31132N,6.8,Female,I like it a lot,I like it a bit,I like it a bit,I like it a lot,I like it a bit,I like it a lot,Lots,I like it a lot,Some of the time,Some of the time,I like it a lot,Some of the time,Some of the time,Some of the time,Some of the time,Never,Never,Some of the time
11383,M31136S,7.1,Female,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Never
11384,M31138U,7.3,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Lots,I like it a lot,Never,Some of the time,I like it a bit,Some of the time,Never,Some of the time,Never,Some of the time,Never,Some of the time
11385,M31139V,7.5,Female,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,Lots,I like it a lot,Some of the time,Some of the time,I like it a bit,Some of the time,Some of the time,Some of the time,Never,Some of the time,Never,Some of the time
11386,M31141P,7.4,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Lots,I like it a lot,Some of the time,All of the time,I like it a lot,Never,Some of the time,Some of the time,Some of the time,Some of the time,Never,Some of the time
11387,M31142Q,7.4,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,Some of the time,I like it a lot,Never,Never,Never,,Some of the time,All of the time,Never
11388,M31143R,7.5,Male,I like it a lot,I like it a bit,I like it a lot,I like it a bit,I like it a lot,I like it a bit,Not many,I like it a lot,Never,Some of the time,I like it a lot,Never,All of the time,Some of the time,All of the time,Never,Some of the time,Some of the time
11389,M31144S,7.2,Male,I don't like it,I like it a bit,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,All of the time,Some of the time,I don't like it,Some of the time,All of the time,Some of the time,Some of the time,Never,Never,Some of the time
11390,M31145T,7.2,Female,I like it a lot,I like it a lot,I like it a lot,I like it a bit,I like it a bit,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,All of the time,Some of the time,Never,Some of the time,Never,Never,Never
11391,M31146U,7.3,Male,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a lot,All of the time,Never,Never,Never,Never,Never,Never
11392,M31147V,7.1,Male,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,I like it a bit,Not many,I like it a lot,Never,Some of the time,I like it a lot,Never,Never,Never,Never,Never,Never,Some of the time
11393,M31148W,7.4,Male,I like it a lot,I like it a lot,I like it a bit,I like it a lot,I like it a lot,I like it a lot,Lots,I like it a lot,Never,All of the time,I like it a bit,Some of the time,Some of the time,Never,Never,Never,Never,Some of the time
